DATE,DEXBZUS
2002-06-28,2.8401000000000000
2002-07-05,2.8783750000000000
2002-07-12,2.8424000000000000
2002-07-19,2.8720000000000000
2002-07-26,2.9478000000000000
2002-08-02,3.2453000000000000
2002-08-09,3.0579000000000000
2002-08-16,3.1680000000000000
2002-08-23,3.1038000000000000
2002-08-30,3.0782000000000000
2002-09-06,3.1383750000000000
2002-09-13,3.1279000000000000
2002-09-20,3.3211000000000000
2002-09-27,3.6988000000000000
2002-10-04,3.6752000000000000
2002-10-11,3.8259000000000000
2002-10-18,3.8737500000000000
2002-10-25,3.8776000000000000
2002-11-01,3.7070000000000000
2002-11-08,3.5680000000000000
2002-11-15,3.6597500000000000
2002-11-22,3.5532600000000000
2002-11-29,3.6040000000000000
2002-12-06,3.6971000000000000
2002-12-13,3.7726000000000000
2002-12-20,3.5229000000000000
2002-12-27,3.5287500000000000
2003-01-03,3.5145250000000000
2003-01-10,3.3100000000000000
2003-01-17,3.3108000000000000
2003-01-24,3.5298750000000000
2003-01-31,3.5980000000000000
2003-02-07,3.5718000000000000
2003-02-14,3.6170000000000000
2003-02-21,3.6116250000000000
2003-02-28,3.5849000000000000
2003-03-07,3.5500000000000000
2003-03-14,3.4609000000000000
2003-03-21,3.4474000000000000
2003-03-28,3.3936000000000000
2003-04-04,3.2838000000000000
2003-04-11,3.1936000000000000
2003-04-18,3.0871000000000000
2003-04-25,3.0242000000000000
2003-05-02,2.9218000000000000
2003-05-09,2.9482000000000000
2003-05-16,2.9088000000000000
2003-05-23,2.9824000000000000
2003-05-30,2.9915000000000000
2003-06-06,2.9292000000000000
2003-06-13,2.8688000000000000
2003-06-20,2.8840000000000000
2003-06-27,2.8780000000000000
2003-07-04,2.8417500000000000
2003-07-11,2.8859000000000000
2003-07-18,2.8626000000000000
2003-07-25,2.8884000000000000
2003-08-01,2.9495000000000000
2003-08-08,3.0353000000000000
2003-08-15,3.0102000000000000
2003-08-22,2.9995000000000000
2003-08-29,2.9763000000000000
2003-09-05,2.9460000000000000
2003-09-12,2.9128000000000000
2003-09-19,2.9029000000000000
2003-09-26,2.9205000000000000
2003-10-03,2.9104000000000000
2003-10-10,2.8538000000000000
2003-10-17,2.8432500000000000
2003-10-24,2.8694000000000000
2003-10-31,2.8610000000000000
2003-11-07,2.8646000000000000
2003-11-14,2.9223750000000000
2003-11-21,2.9424000000000000
2003-11-28,2.9365000000000000
2003-12-05,2.9351000000000000
2003-12-12,2.9429000000000000
2003-12-19,2.9317000000000000
2003-12-26,2.9122500000000000
2004-01-02,2.8870000000000000
2004-01-09,2.8559000000000000
2004-01-16,2.8147000000000000
2004-01-23,2.8430000000000000
2004-01-30,2.8914000000000000
2004-02-06,2.9329000000000000
2004-02-13,2.9184000000000000
2004-02-20,2.9422500000000000
2004-02-27,2.9450000000000000
2004-03-05,2.8898000000000000
2004-03-12,2.8913000000000000
2004-03-19,2.9087000000000000
2004-03-26,2.9280000000000000
2004-04-02,2.9112000000000000
2004-04-09,2.8794000000000000
2004-04-16,2.9005000000000000
2004-04-23,2.9218000000000000
2004-04-30,2.9348000000000000
2004-05-07,2.9946000000000000
2004-05-14,3.1057000000000000
2004-05-21,3.1515000000000000
2004-05-28,3.1575000000000000
2004-06-04,3.1397500000000000
2004-06-11,3.1223000000000000
2004-06-18,3.1412000000000000
2004-06-25,3.1211000000000000
2004-07-02,3.0973000000000000
2004-07-09,3.0401250000000000
2004-07-16,3.0281000000000000
2004-07-23,3.0265000000000000
2004-07-30,3.0499000000000000
2004-08-06,3.0521000000000000
2004-08-13,3.0308000000000000
2004-08-20,2.9913000000000000
2004-08-27,2.9571000000000000
2004-09-03,2.9355000000000000
2004-09-10,2.9057500000000000
2004-09-17,2.8992000000000000
2004-09-24,2.8700000000000000
2004-10-01,2.8594000000000000
2004-10-08,2.8312000000000000
2004-10-15,2.8478750000000000
2004-10-22,2.8647000000000000
2004-10-29,2.8658000000000000
2004-11-05,2.8317000000000000
2004-11-12,2.8172500000000000
2004-11-19,2.7743600000000000
2004-11-26,2.7446750000000000
2004-12-03,2.7206000000000000
2004-12-10,2.7546000000000000
2004-12-17,2.7421600000000000
2004-12-24,2.6920000000000000
2004-12-31,2.6745000000000000
2005-01-07,2.6994000000000000
2005-01-14,2.7013200000000000
2005-01-21,2.7074750000000000
