DATE,DEXVZUS
2020-12-02,1037323.795
2020-12-03,1007878.139
2020-12-04,1026479.291
2020-12-07,1083425.363
2020-12-08,1081584.551
2020-12-09,1078600.284
2020-12-10,1077223.399
2020-12-11,1081640.04
2020-12-14,1100685.076
2020-12-15,1082995.4375
2020-12-16,1084806.714
2020-12-17,1072753.559
2020-12-18,1047905.008
2020-12-21,1059724.526
2020-12-22,1066686.929
2020-12-23,1060806.242
2020-12-24,.
2020-12-25,.
2020-12-28,1062135.5625
2020-12-29,1034039.44
2020-12-30,1086335.428
2020-12-31,1104430.587
2021-01-01,.
2021-01-04,1087696.75
2021-01-05,1111982.17
2021-01-06,1172055.133
2021-01-07,1228128.098
2021-01-08,1314365.428
2021-01-11,1464570.55
2021-01-12,1316012.5
2021-01-13,1500988.35
2021-01-14,1491828.65
2021-01-15,1496565.185
2021-01-18,.
2021-01-19,1498440.5625
2021-01-20,.
2021-01-21,1557478.67
2021-01-22,1647644.92
2021-01-25,1734414.09
2021-01-26,1727725.87
2021-01-27,1782223.53
2021-01-28,1819151.785
2021-01-29,1819068.251
2021-02-01,1816980.84
2021-02-02,1800747.5
2021-02-03,1785731.83
2021-02-04,1785450.4
2021-02-05,1823834.49
2021-02-08,1832829.9
2021-02-09,1807931.77
2021-02-10,1799307.08
2021-02-11,1783776.462
2021-02-12,1763736.182
2021-02-15,.
2021-02-16,1765946.375
2021-02-17,1765946.375
2021-02-18,1716983.883
2021-02-19,1716124.982
2021-02-22,1753214.755
2021-02-23,1799190.466
2021-02-24,1825097.615
2021-02-25,1867969.75
2021-02-26,1866682.732
2021-03-01,1860949.852
2021-03-02,1861193.352
2021-03-03,1858594.805
2021-03-04,1860383.672
2021-03-05,1869918.845
2021-03-08,1884461.946
2021-03-09,1883315.758
2021-03-10,1877164.068
2021-03-11,1869781.952
2021-03-12,1854107.216
2021-03-15,1843946.151
2021-03-16,1822716.58
2021-03-17,1817764.477
2021-03-18,1799968.462
2021-03-19,1799968.5
2021-03-22,1802224.0625
2021-03-23,1817256.281
2021-03-24,1823340.796
2021-03-25,1841313.838
2021-03-26,1848339.694
2021-03-29,1885351.553
2021-03-30,1926348.254
2021-03-31,1963144.065
2021-04-01,1963144.125
2021-04-02,1965604.1875
2021-04-05,1965604.1875
2021-04-06,2065677.83
2021-04-07,2073523.77
2021-04-08,2104706.443
2021-04-09,2137158.124
2021-04-12,2230234.247
2021-04-13,2284762.067
2021-04-14,2329146.09
2021-04-15,2309375.113
2021-04-16,2375839.163
2021-04-19,2357676.246
2021-04-20,2378816.5
2021-04-21,2461292.047
2021-04-22,2512035.654
2021-04-23,2500064.089
2021-04-26,2641232.034
2021-04-27,2714522.808
2021-04-28,2682108.311
2021-04-29,2717905.727
2021-04-30,2739286.432
2021-05-03,2815817.296
2021-05-04,2789876.634
2021-05-05,2833357.965
2021-05-06,2859158.708
2021-05-07,2854833.453
2021-05-10,2840490.41
2021-05-11,2829478.213
2021-05-12,2817817.63
2021-05-13,2827947.477
2021-05-14,2902569.752
2021-05-17,2959262.258
2021-05-18,2924619.53
2021-05-19,2947457.25
2021-05-20,3019361.942
2021-05-21,3042400.774
2021-05-24,3037517.085
2021-05-25,3046213.25
2021-05-26,3047911.121
2021-05-27,3062607.126
2021-05-28,3059039.264
2021-05-31,.
2021-06-01,3107977.11
2021-06-02,3107405.427
2021-06-03,3107977.0
2021-06-04,3107977.0
2021-06-07,3106132.557
2021-06-08,3103263.444
2021-06-09,3119881.357
2021-06-10,3115611.643
2021-06-11,3125807.783
2021-06-14,3112623.351
2021-06-15,3129724.875
2021-06-16,3105259.972
2021-06-17,3097272.0
2021-06-18,3106022.657
2021-06-21,3130752.313
2021-06-22,3139428.883
2021-06-23,3170570.786
2021-06-24,3175454.976
2021-06-25,3175455.0
2021-06-28,3188910.755
2021-06-29,3188910.75
2021-06-30,3196069.318
2021-07-01,3212546.857
2021-07-02,3238205.097
2021-07-05,.
2021-07-06,3238205.0
2021-07-07,3235599.435
2021-07-08,3239203.661
2021-07-09,3252526.156
2021-07-12,3267735.576
2021-07-13,3282856.156
2021-07-14,3313353.38
2021-07-15,3383172.782
2021-07-16,3434786.239
2021-07-19,3539413.14
2021-07-20,3609465.93
2021-07-21,3637813.668
2021-07-22,3703417.75
2021-07-23,3764258.982
